Tweet,Date Created
"@OlaseniOladejo We live in Nigeria where there isn't social security. We provide everything for ourselves except the air we breathe. There's no free education, no free health care, no employment sef...the NOs are endless.",2018-04-02 10:19:09
you don't play politics with issues of security... That's what happened here and in Nigeria at large in 2014... That's why we are where we are with BK and FHM,2018-04-02 10:11:47
Nigeria Assumes Chairmanship Of AU Peace And Security Council https://t.co/g3E3PoUsQZ,2018-04-02 10:02:03
‘The biggest challenge for security in Nigeria is the ‘Nigerian mind’ https://t.co/ZCBWrOdfS6 via Guardian https://t.co/qT5Ls9mk9J,2018-04-02 10:01:30
Nigeria Assumes Chairmanship Of AU Peace And Security Council - https://t.co/4ayepC30T6 https://t.co/AKgQDXldyX,2018-04-02 10:01:08
Nigeria Assumes Chairmanship Of AU Peace And Security Council - https://t.co/P3i9fuF5mz https://t.co/oAdGmh16Ch,2018-04-02 10:01:06
(Nigeria Assumes Chairmanship Of AU Peace And Security Council) - https://t.co/uRMDpHXhbI https://t.co/dGtzKKHDky,2018-04-02 10:01:05
Nigeria Assumes Chairmanship Of AU Peace And Security Council - https://t.co/Ea3PY7Y7Xa https://t.co/xC8NAQaULN,2018-04-02 10:01:03
Nigeria Assumes Chairmanship Of AU Peace And Security Council - https://t.co/mkb9q4rNif https://t.co/QXqmebcEX2,2018-04-02 10:00:58
Nigeria Assumes Chairmanship Of AU Peace And Security Council - https://t.co/XCDagLhUE1 https://t.co/5YnqQMXQ6e,2018-04-02 10:00:45
Integrated rice-duck farming’ll boost Nigeria’s food security https://t.co/UtheRkPi1b via @nigeriatodayng,2018-04-02 09:51:22
"Ali has done it again! Chei. Read betwn the lines. They are trying to shift focus from their ineptitude, maladministration and lack of committment in tackling Nigeria's biggest problem,security to the mundane..lai ! YOU ARE BEING WATCHED BY GOD.",2018-04-02 09:43:10
"@AsoRock @NGRPresident @NGRSenate @NGRWailers @UNHumanRights @hrw @KenRoth

If self-defence is wrong, #FantasticallyCorrupt Nigerian Politicians should stop using personal security.

The lives of poor masses are equally important. #Biafra #Nigeria #Africa
https://t.co/CyOfRkoosv",2018-04-02 09:38:31
@MobilePunch Shouldn’t Nigeria have a ‘fully functional’ cyber security agency or something?,2018-04-02 09:38:03
"Anyone interested in adding his/her voice on Nigeria's security challenges should dm me or email voluntaryresearchers@gmail.com 

You may also vote area of interest on the poll below. 👇 100% Anonymous!",2018-04-02 09:36:52
"@loudmind94 @Chydee @nancychidimma She said...talking about it won't do much...mistake, it will do alot. And I don't think that situation is about law, it was about poor security measure and stupid decision to stay out late..they r in Nigeria, enugun to be precise and didn't put their environment in consideration",2018-04-02 09:22:48
Integrated rice-duck farming’ll boost Nigeria’s food security - The Sun News https://t.co/bnKjcs9MIZ,2018-04-02 09:07:00
@benmurraybruce I believe you.a security guard earns above 18k at silverbird. The government needs a change of attitude to everything .worse is the case that democracy has been abused in Nigeria. The people seems comfortable with d difficult situation 😡😡,2018-04-02 09:03:11
Nigeria assumes Chairmanship of AU Peace and Security Council - https://t.co/6WPlsuMeaW https://t.co/cXQVHSXM75,2018-04-02 09:02:32
"Still largely shaped by military dictatorship, the paramount consideration of national security in Nigeria is the protection of the elite in power rather than the society at large. https://t.co/q8Mkro9vxI",2018-04-02 09:00:18
Suspected #BokoHaram militants kill 15 in #Nigeria's #Maiduguri: emergency services https://t.co/oJR17prTv8,2018-04-02 08:53:00
I'd attended phyno fest frm ph nd swore not to attend shows in nigeria again. The bouncers nd other security outfit lack d necessary skills to contain a huge turnout of fans. Nigeria is wack. https://t.co/SKsLRJkLvS,2018-04-02 08:42:39
"@angry_ustaaz ""Buhari's improved security in Nigeria, he's even technically defeated BH""",2018-04-02 08:42:34
Suspected Boko Haram militants kill 15 in Nigeria's Maiduguri: emergency services [RTR https://t.co/bQFiWMzlcd],2018-04-02 08:33:06
"Suspected Boko Haram militants kill 15 in Nigeria's Maiduguri: emergency services: MAIDUGURI, Nigeria (Reuters) - Suspected members of Islamist militant group Boko Haram killed 15 people in an attack in the northeast Nigerian city of… https://t.co/R8UPUR7wvT  - Reuters https://t.co/X2JbLDK3DA",2018-04-02 08:33:01
#Nigeria #Maiduguri - Suspected #BokoHaram militants kill 15 in Nigeria's Maiduguri: emergency services - https://t.co/h0L01adURC,2018-04-02 08:30:40
"Suspected Boko Haram militants kill 15 in Nigeria's Maiduguri: emergency services https://t.co/e0fqoZuFwO MAIDUGURI, Nigeria (Reuters) - Suspected members of Islamist militant group Boko Haram killed 15 people in an attack in the northeast Nigerian city of Maiduguri, a state em…",2018-04-02 08:28:14
@SignalsNg @ogundamisi @2niteFlavour @PoliceNG This is sheer lack of empathy and sense of responsibility. No wonder Nigeria is behind at everything but vices. Comparing a concert to large scale political machinations? No offence. Rape at concert is a foreseeable eventuality and can be prevented with a decent security strategy,2018-04-02 08:25:11
"Nigeria assumes Chairmanship of AU Peace and Security Council - https://t.co/tBbdx4pCaG has assumed the one month rotational Chairmanship of the African Union Peace and Security Council (AU-PSC) for the month of April.

The Nigerian Permanent Representative to the AU, Ambass... https://t.co/EUKVY1lUB9",2018-04-02 08:24:35
"Nigeria, we need to rethink our security.",2018-04-02 08:10:51
"@renoomokri @UN No #)security I'm #Nigeria. Truth be told ,our lives are in hands of #God. Every community must provide vigilante team now.",2018-04-02 07:53:24
"@CTVpolitics @channelstv The best approach is to confirm if that actually happens in Nigeria. If yes, we should find solutions to the menace &amp; not attacking the General for speaking on the area he is best at. After all, he held the top most security position &amp; he is speaking from the point of knowing.",2018-04-02 07:50:20
"STAKEHOLDERS IDENTIFY THREATS TO MARITME SECURITY
Stakeholders in the Maritime industry have urged the Nigeria Customs Service (NCS) to review the process that enabled individuals and organisations to obtain permits... https://t.co/XQAWjnfwcC",2018-04-02 07:41:25
@MobilePunch U av polluted our land with senseless killings.our security system is rubbish under ur watch.we need the killers list their sponsors n collaborators.police IG defies PMB order on benue  killings but he's still the IG.APC led govt has turn Nigeria to a joke where anything goes,2018-04-02 07:28:57
Integrated rice-duck farming’ll boost Nigeria’s food security https://t.co/prBfhhdxGi,2018-04-02 07:14:17
Integrated rice-duck farming’ll boost Nigeria’s food security https://t.co/OLaAL4L1pR,2018-04-02 07:13:38
"Commonwealth Games: Powerlifters get cash incentives - https://t.co/gnP1c2JfsZ of the Para-Power lifting Nigeria, Queen Idris Uboh has promised her athletes N50, 000 for each gold medal they win at the Commonwealth Games in Gold Coast, Australia.

Uboh said that the incentiv... https://t.co/T5wNRBKpqu",2018-04-02 07:08:35
#Nigeria: Herdsmen Accept To Join Security Patrol Team In Benue https://t.co/fL9wm1iVy1,2018-04-02 07:05:04
@CTVpolitics @channelstv You can only jeopardize what you have. Nigeria and security are parallel lines,2018-04-02 05:52:11
"2019, Threat To Nigeria’s Maritime Security —CNS https://t.co/Q46eXv5gvt",2018-04-02 05:51:16
They security situation is becoming something else please and Please the FG should do something urgent. May Allah bring everlasting peace in our dear country Nigeria!!!,2018-04-02 05:50:29
"What pro-jihadists, who have the ears of the power that be in Nigeria, say and do in support of the killer herdsmen do not jeopardize “national security”. https://t.co/2L75BvhGfr",2018-04-02 05:47:35
"#Nigeria: Gunfire and explosions 'rock Nigeria's Maiduguri', Security forces battling a large number of suspected #BokoHaram fighters https://t.co/XPlAEe6ooS",2018-04-02 05:45:58
"@Umars_Daughter @daObi513 @Tooyib @ogbuefitoks @Chydee Please,  if you must go to shows/events... Go to the ones organised in a 'military covered area' like officers mess...  

The largest part of protecting yourself,  lies with you in Nigeria not security...",2018-04-02 05:44:29
"@Umars_Daughter @daObi513 @Tooyib @ogbuefitoks @Chydee Ladies, understand that the security and judicial system of Nigeria is nit operating as they should...  I do not want to talk about that...  I have seen enough... 

Its women that can solve this problem...",2018-04-02 05:41:48
Integrated rice-duck farming’ll boost Nigeria’s food security - https://t.co/9esRaSOhcw https://t.co/ezt6cklr1f,2018-04-02 04:56:50
https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security-training-facilitator https://t.co/1EPh8Lb4VJ,2018-04-02 04:50:01
https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security-training-facilitator  https://t.co/1EPh8Lb4VJ,2018-04-02 04:49:49
"Steve Agbota styvenchy@yahoo.com 08033302331 For many years, Nigeria has been struggling to attain… https://t.co/CVHEZBJewF https://t.co/ozZUABnN0s",2018-04-02 04:44:30
Integrated rice-duck farming’ll boost Nigeria’s &amp;lt;span class='hlsh'&amp;gt;food&amp;lt;/span&amp;gt; security https://t.co/e7T6TuedBb https://t.co/4rqSJHgW9y,2018-04-02 04:42:12
"@daily_trust NASFAT look for another things to do with ur women ok. If is for security you people traveled to UK, US and Ghana to look for solution means u people are blind n insensitive of what is happening in Nigeria. North Nigeria is problem ok.",2018-04-02 04:36:12
Integrated rice-duck farming’ll boost Nigeria’s food security - https://t.co/9esRaSOhcw https://t.co/Ibr7Xaf0Uo,2018-04-02 04:09:05
"@Chydee if you like propose death by thunder, such things will still happen, the security at the venue wasn't enough to keep the crowd in check.
nigeria has become a place where you can do anything as long as you're not caught, these youths are just a reflection of d state of d nation.",2018-04-02 03:03:21
"Politics: Former president Jimmy Carter says Trump just made his 'worst mistake' 
Trump's decision to nominate former US ambassador to the UN John Bolton to be his newest national security adviser has received... https://t.co/JHIdfzF4DQ https://t.co/TZ74rNjtOB",2018-04-02 02:46:25
"FAAN gets FGâ€™s approval to arm airport security Louis Ibah
The Federal Government has authorised the use of arms by the civilian aviation security personnel employed by the Federal... https://t.co/IGI9L5kF5i",2018-04-02 01:53:07
"Taraba: Army Arrests Five Suspects, Recovers Generator #Nigeria #Security https://t.co/vGDrONpbjT https://t.co/yk7EMKrdCB",2018-04-02 01:44:57
Security forces are reportedly battling a large number of fighters suspected to be members of the Boko Haram armed group. https://t.co/cbVSW90G0N,2018-04-02 01:06:31
Germany gives maritime security equipment to assist ECOWAS https://t.co/ugzRUUy4cw https://t.co/g7EICSmzZv,2018-04-02 01:03:00
Germany gives maritime security equipment to assist ECOWAS https://t.co/zXFlbFgtj1 via @todayng https://t.co/QVcbe32BdE,2018-04-02 01:03:00
@officialEFCC Hmmm what's Nigeria Security Agencies turning into... 'Anti- corruption concert. Was that why the agency was formed,2018-04-02 00:41:48
"The President of #Nigeria has issued a warning to prominent Nigerians to ""watch what they say"" in speaking about the government &amp; the country to prevent the inflammation of ""emotional passions"" and threats to national security https://t.co/8SfLcSX4YJ",2018-04-02 00:30:05
"This Nigeria is so weird. Oyinbo people go dey talk Data Security, Data Breach, Hackings etc. Naija you go eat small Suya see full financial document in front of you. https://t.co/UIMMCveniL",2018-04-02 00:20:43
@AdeBanqie I would like to see the end of this knowing that you and @fredliner009 had vigorously argued that it was OK for a foreign firm to do electioneering work in Nigeria. When I asked questions that bothered on national security you went silent. This is interesting,2018-04-01 23:23:21
"Gunfire and explosions 'rock Nigeria's Maiduguri' | Security forces in battle with large number of fighters suspected to be members of the Boko Haram armed group.
 | https://t.co/vZ2DG8YskN",2018-04-01 23:14:59
"A government that can not provide security to its citizens (especially to the poor and those in remote areas), is no government at all. In Nigeria, security is a luxury!",2018-04-01 23:14:06
Reports from north-eastern Nigeria say that heavy gunfire and explosions can be heard by residents in Maiduguri city.  Security sources say the military has encountered a large number of fighters outside the town suspected of being members of Boko Haram group,2018-04-01 23:06:11
"Gunfire and explosions 'rock Nigeria's Maiduguri': Security forces in battle with large number of fighters suspected to be members of the Boko Haram armed group. 22 hours ago ... Maiduguri, the capital of Borno state, has been frequently targeted by Boko… https://t.co/O3gFa7vZ3Y",2018-04-01 22:32:50
Gunfire and explosions 'rock Nigeria's Maiduguri': Security forces in battle with large… https://t.co/iJsITViFJ3,2018-04-01 22:32:16
Security forces in battle with large number of fighters suspected to be members of the Boko… https://t.co/WNLwB7wBPB,2018-04-01 22:20:52
Gunfire and explosions 'rock Nigeria's Maiduguri': Security forces in battle with large number of… https://t.co/VByFa3y590 https://t.co/WFjkybpcAM,2018-04-01 22:11:30
